Geo Point;Geo Shape;codbarrio;nombre;coddistbar;coddistrit;codbar;transporte;stop_id;stop_name;stop_desc;X;Y;zone_id
39.44423329523164, -0.3871114122169231;"{""coordinates"": [-0.387111412216923, 39.44423329523164], ""type"": ""Point""}";5;CAMI REAL;095;9;95;emt;591;Sant Vicent M�rtir (impar) - Arquebisbe Olaechea;C SAN VICENTE MARTIR 371 - VAL�NCIA;724848.1900000001;4369334.04;
39.447393745828656, -0.385839971835226;"{""coordinates"": [-0.385839971835226, 39.447393745828656], ""type"": ""Point""}";5;CAMI REAL;095;9;95;emt;592;Sant Vicent M�rtir - Rambleta;C SAN VICENTE MARTIR 315-317 - VAL�NCIA;724947.44;4369688.03;
39.44431915951616, -0.367516642430476;"{""coordinates"": [-0.367516642430476, 39.44431915951616], ""type"": ""Point""}";4;LA FONTETA S.LLUIS;104;10;104;emt;634;Gravador Jord�n - Escultor Pastor;C GRABADOR JORDAN 46 (DAVANT) - VAL�NCIA;726534.34;4369392.65;
39.447666187077964, -0.39055527154455133;"{""coordinates"": [-0.390555271544551, 39.447666187077964], ""type"": ""Point""}";4;SANT MARCEL.LI;094;9;94;emt;1443;Dr. Tom�s Sala - Carters;C DOCTOR TOMAS SALA 23 (CARRIL BUS) - VAL�NCIA;724540.76;4369706.51;
39.44323173621581, -0.3937221686858054;"{""coordinates"": [-0.393722168685805, 39.44323173621581], ""type"": ""Point""}";4;SANT MARCEL.LI;094;9;94;emt;1472;Pius IX - Salvador Perles;AV PIO IX S/N - VAL�NCIA;724282.45;4369206.39;
39.445156380092705, -0.3929786695145087;"{""coordinates"": [-0.392978669514509, 39.445156380092705], ""type"": ""Point""}";4;SANT MARCEL.LI;094;9;94;emt;1473;Pius IX - Cabanilles;AV PIO IX 27 - VAL�NCIA;724340.26;4369421.88;
39.472937552143755, -0.34841199744046714;"{""coordinates"": [-0.348411997440467, 39.472937552143755], ""type"": ""Point""}";3;L'AMISTAT;133;13;133;emt;1116;Dr. Manuel Candela (impar) - Blasco Ib��ez;C DOCTOR MANUEL CANDELA 77 - VAL�NCIA;728085.09;4372617.58;
39.474750827898674, -0.35089228437414083;"{""coordinates"": [-0.350892284374141, 39.474750827898674], ""type"": ""Point""}";3;L'AMISTAT;133;13;133;emt;115;Blasco Ib��ez - Rep�blica Argentina;AV BLASCO IBA�EZ 84 (JARD�) - VAL�NCIA;727865.79;4372812.58;
39.471175831087805, -0.35282716696923394;"{""coordinates"": [-0.352827166969234, 39.471175831087805], ""type"": ""Point""}";3;L'AMISTAT;133;13;133;emt;138;Sants Just i Pastor - Rep�blica Argentina;C SANTOS JUSTO Y PASTOR 9 - VAL�NCIA;727711.0;4372410.85;
39.47417319954802, -0.3528497264041447;"{""coordinates"": [-0.352849726404145, 39.47417319954802], ""type"": ""Point""}";3;L'AMISTAT;133;13;133;emt;153;Cardenal Benlloch - Dr. Vicente Pallar�s;AV CARDENAL BENLLOCH 104 - VAL�NCIA;727699.28;4372743.51;
39.447905249383, -0.3440287836725257;"{""coordinates"": [-0.344028783672526, 39.447905249383], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;1009;Jes�s Morante Borr�s (III);AV JESUS MORANTE BORRAS 86 - VAL�NCIA;728544.1;4369850.03;
39.44937376800648, -0.34428099696030096;"{""coordinates"": [-0.344280996960301, 39.44937376800648], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;1015;Jes�s Morante Borr�s (IX);AV JESUS MORANTE BORRAS 56 (DAVANT) - VAL�NCIA;728517.59;4370012.4;
39.4474420273821, -0.3596591613509687;"{""coordinates"": [-0.359659161350969, 39.4474420273821], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;1149;Font d'en Corts (par) - Davant Alqueria Reial;C FUENTE EN CORTS 66-68 - VAL�NCIA;727200.44;4369759.08;
39.44528983829806, -0.3382681765219867;"{""coordinates"": [-0.338268176521987, 39.44528983829806], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;1375;Punta al Mar (par) - Canal;CAMI PUNTA AL MAR  DE LA 57 (DAVANT) - VAL�NCIA;729048.44;4369574.34;
39.45208916997466, -0.34771220865725594;"{""coordinates"": [-0.347712208657256, 39.45208916997466], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;2044;Eduardo Primo Y�fera - Front Oceanogr�fic;C  S/N - VAL�NCIA;728213.43;4370305.12;
39.45073021501919, -0.34038445093481007;"{""coordinates"": [-0.34038445093481, 39.45073021501919], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;2049;Barraques del Figuero (impar) - Llauradors;CAMI  1 - VAL�NCIA;728848.48;4370172.86;
39.44867906167321, -0.36071977737650146;"{""coordinates"": [-0.360719777376501, 39.44867906167321], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;657;Font d'en Corts - Levantina Alegre;C FUENTE EN CORTS 54 - VAL�NCIA;727105.14;4369893.72;
39.445592378421466, -0.35825736085187787;"{""coordinates"": [-0.358257360851878, 39.445592378421466], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;658;Font d'en Corts (par) - Roig de lagarda;C FUENTE EN CORTS 88 - VAL�NCIA;727327.1;4369557.3;
39.44271548748933, -0.35601796625340226;"{""coordinates"": [-0.356017966253402, 39.44271548748933], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;659;Font d'en Corts (par) - Matador d'en Corts;C FUENTE EN CORTS 161 (DAVANT) - VAL�NCIA;727529.2;4369243.61;
39.43715190627819, -0.3547859744329291;"{""coordinates"": [-0.354785974432929, 39.43715190627819], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;671;Font d'en Corts (impar) - Mercavalencia;C FUENTE EN CORTS 188 (DAVANT) - VAL�NCIA;727653.36;4368629.15;
39.44336016117471, -0.3567508935048407;"{""coordinates"": [-0.356750893504841, 39.44336016117471], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;672;Font d'en Corts (impar) - Matador d'en Corts;C FUENTE EN CORTS 151 - VAL�NCIA;727464.02;4369313.32;
39.44871724391699, -0.3606715070776553;"{""coordinates"": [-0.360671507077655, 39.44871724391699], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;674;Font d'en Corts - Casa de Roc;C FUENTE EN CORTS 57 - VAL�NCIA;727109.17;4369898.08;
39.43211300210331, -0.3429950957667608;"{""coordinates"": [-0.342995095766761, 39.43211300210331], ""type"": ""Point""}";6;LA PUNTA;106;10;106;emt;939;Carrera del Riu - Entrada casa Rosquilla;CRA RIU  DEL 219 - VAL�NCIA;728684.74;4368099.67;
39.476993876858906, -0.3462591750048761;"{""coordinates"": [-0.346259175004876, 39.476993876858906], ""type"": ""Point""}";5;LA CARRASCA;135;13;135;emt;1096;Ramon Llull - Bernat Fenollar;C RAMON LLULL 31 (DAVANT) - VAL�NCIA;728257.03;4373073.3;
39.47990610196957, -0.34469612326943816;"{""coordinates"": [-0.344696123269438, 39.47990610196957], ""type"": ""Point""}";5;LA CARRASCA;135;13;135;emt;1361;Tarongers - Ramon Llull;AV NARANJOS  LOS DAVANT CI�NCIES SOCIALS. - VAL�NCIA;728381.96;4373400.53;
39.48077570159943, -0.3518566671635785;"{""coordinates"": [-0.351856667163578, 39.48077570159943], ""type"": ""Point""}";5;LA CARRASCA;135;13;135;emt;1895;Catalunya - Clariano;AV CATALU�A 21 (DAVANT) - VAL�NCIA;727763.16;4373478.92;
39.4781153383509, -0.34003603715185077;"{""coordinates"": [-0.340036037151851, 39.4781153383509], ""type"": ""Point""}";5;LA CARRASCA;135;13;135;emt;1897;Tarongers - Facultat d'Economia;AV NARANJOS  LOS 10 ACC - VAL�NCIA;728788.7000000001;4373213.58;
39.47692955297913, -0.33593199205343205;"{""coordinates"": [-0.335931992053432, 39.47692955297913], ""type"": ""Point""}";5;LA CARRASCA;135;13;135;emt;1898;Tarongers - Aparcament;AV NARANJOS  LOS S/N (JUNT APARCAMENT) - VAL�NCIA;729145.64;4373092.39;
39.478523276358096, -0.339907147267004;"{""coordinates"": [-0.339907147267004, 39.478523276358096], ""type"": ""Point""}";5;LA CARRASCA;135;13;135;emt;1900;Tarongers - Col.legi Major;AV NARANJOS  LOS 8 (DAVANT) - VAL�NCIA;728798.45;4373259.19;
39.46290404122742, -0.32840980101943323;"{""coordinates"": [-0.328409801019433, 39.46290404122742], ""type"": ""Point""}";1;EL GRAU;111;11;111;emt;1613;Marcos Sopena - Port;C DOCTOR MARCOS SOPENA S/N (VERJA PORT) - VAL�NCIA;729838.92;4371554.68;
39.45999093834055, -0.3332327780092289;"{""coordinates"": [-0.333232778009229, 39.45999093834055], ""type"": ""Point""}";1;EL GRAU;111;11;111;emt;1624;Port - Joan Josep Sister;AV PUERTO 334 - VAL�NCIA;729433.51;4371219.02;
39.473890944637155, -0.3459296283896083;"{""coordinates"": [-0.345929628389608, 39.473890944637155], ""type"": ""Point""}";2;CIUTAT JARDI;132;13;132;emt;126;Blasco Ib��ez - Hondures;AV BLASCO IBA�EZ 97 - VAL�NCIA;728295.5300000001;4372729.7;
39.472987867898, -0.34621585507313724;"{""coordinates"": [-0.346215855073137, 39.472987867898], ""type"": ""Point""}";2;CIUTAT JARDI;132;13;132;emt;127;Blasco Ib��ez - Actriu Encarna M��ez;AV BLASCO IBA�EZ 126 - VAL�NCIA;728273.86;4372628.73;
39.46896805392755, -0.34522901887038854;"{""coordinates"": [-0.345229018870389, 39.46896805392755], ""type"": ""Point""}";2;CIUTAT JARDI;132;13;132;emt;135;Sants Just i Pastor - Humanista Furi�;C SANTOS JUSTO Y PASTOR 81 - VAL�NCIA;728371.91;4372185.02;
39.474647644059075, -0.39675385234355204;"{""coordinates"": [-0.396753852343552, 39.474647644059075], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;1422;Petxina - P�rez Galdos;PSEG PECHINA 47 - VAL�NCIA;723920.76;4372686.08;
39.471037956782695, -0.40275559778262043;"{""coordinates"": [-0.40275559778262, 39.471037956782695], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;2086;Rac� d'Adem�s - Conselleries;C RINCON DE ADEMUZ 25 (DAV) - VAL�NCIA;723416.0;4372270.49;
39.47398903822188, -0.3973986769499646;"{""coordinates"": [-0.397398676949965, 39.47398903822188], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;2304;Democr�cia - Baladre;C CASTAN TOBE�AS 18 - VAL�NCIA;723867.4;4372611.37;
39.472380841000344, -0.39410481759337157;"{""coordinates"": [-0.394104817593372, 39.472380841000344], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;426;P�rez Gald�s - Torres Torres;AV PEREZ GALDOS 117 - VAL�NCIA;724155.93;4372441.05;
39.473523372195054, -0.40246400157035384;"{""coordinates"": [-0.402464001570354, 39.473523372195054], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;472;Petxina - Rac� d'Adem�s;PSEG PECHINA 71 - VAL�NCIA;723433.13;4372547.1;
39.47071891238284, -0.3951865901605487;"{""coordinates"": [-0.395186590160549, 39.47071891238284], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;475;Brasil - Artur Piera;C BRASIL 3 - VAL�NCIA;724068.2;4372253.88;
;;2;CAMI DE VERA;142;14;142;;;;;;;
39.498737177566674, -0.42541943956927514;"{""coordinates"": [-0.425419439569275, 39.498737177566674], ""type"": ""Point""}";1;BENIMAMET;181;18;181;metrovlc;58;Les Carolines/Fira;NULL;721378.2799999999;4375289.18;A
39.504142603379144, -0.425494426338093;"{""coordinates"": [-0.425494426338093, 39.504142603379144], ""type"": ""Point""}";1;BENIMAMET;181;18;181;metrovlc;106;Fira Val�ncia;NULL;721354.67;4375889.01;A
39.50567764369276, -0.4243046907928057;"{""coordinates"": [-0.424304690792806, 39.50567764369276], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;1715;Fires(par) - Cementeri;AV FERIAS  DE LAS S/N - BENIM�MET;721452.1;4376062.33;
39.49876077988764, -0.4163485200312619;"{""coordinates"": [-0.416348520031262, 39.49876077988764], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;382;Moss�n Miguel Tarin (impar) - Miquel Agra�t;C PARROCO MIGUEL TARIN 25 - BENIM�MET;722158.2799999999;4375314.15;
39.50159272074667, -0.4227666215162145;"{""coordinates"": [-0.422766621516215, 39.50159272074667], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;386;Campament (par) - Joaqu�n Mar�n;C CAMPAMENTO  DEL 55 - BENIM�MET;721597.34;4375612.68;
39.50065812310018, -0.4251264148960041;"{""coordinates"": [-0.425126414896004, 39.50065812310018], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;394;Polvor� - Campament;C SENDA DEL POLVORIN HOTEL - BENIM�MET;721397.38;4375503.13;
39.49763995654948, -0.4162415516219972;"{""coordinates"": [-0.416241551621997, 39.49763995654948], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;400;Moss�n Miguel Tarin (par) - Carretera de Paterna;C PARROCO MIGUEL TARIN 38 - BENIM�MET;722171.05;4375190.0;
39.470657176664986, -0.4076306164124647;"{""coordinates"": [-0.407630616412465, 39.470657176664986], ""type"": ""Point""}";2;SOTERNES;072;7;72;metrovlc;19;Nou d'Octubre;NULL;722997.81;4372216.14;A
39.47208312163937, -0.40559313261780894;"{""coordinates"": [-0.405593132617809, 39.47208312163937], ""type"": ""Point""}";2;SOTERNES;072;7;72;emt;2070;Nou d'Octubre (par) - Democr�cia;C NUEVE DE OCTUBRE 8 ACC - VAL�NCIA;723168.54;4372379.47;
39.46971974751851, -0.41415849191177456;"{""coordinates"": [-0.414158491911775, 39.46971974751851], ""type"": ""Point""}";2;SOTERNES;072;7;72;emt;487;Cid - Pere Maria Orts;AV CID 160 - VAL�NCIA;722439.19;4372095.94;
39.46914746544203, -0.4147600410244824;"{""coordinates"": [-0.414760041024482, 39.46914746544203], ""type"": ""Point""}";5;LA LLUM;075;7;75;emt;2004;Cid (via servici) - Alejandro Volta;AV CID 99 (VIA SERV.) - VAL�NCIA;722389.2599999999;4372030.93;
39.46747770567076, -0.4144577212049876;"{""coordinates"": [-0.414457721204988, 39.46747770567076], ""type"": ""Point""}";5;LA LLUM;075;7;75;emt;2005;Marconi - Barri de la Llum;AV MARCONI 17 ACC. - VAL�NCIA;722420.59;4371846.33;
39.4669902943755, -0.41259424783028387;"{""coordinates"": [-0.412594247830284, 39.4669902943755], ""type"": ""Point""}";5;LA LLUM;075;7;75;emt;2006;Pare Esteban Pernet (impar) - Miquel Adlert;C PADRE ESTEBAN PERNET 22 (DAVANT) - VAL�NCIA;722582.47;4371796.83;
39.4692331758326, -0.41321108092184866;"{""coordinates"": [-0.413211080921849, 39.4692331758326], ""type"": ""Point""}";5;LA LLUM;075;7;75;emt;495;Cid - Marconi;AV CID 85 - VAL�NCIA;722522.25;4372044.27;
39.49718074137374, -0.40014171768641005;"{""coordinates"": [-0.40014171768641, 39.49718074137374], ""type"": ""Point""}";2;BENIFERRI;182;18;182;metrovlc;100;Palau de Congressos;NULL;723557.09;4375178.89;A
39.495496452987915, -0.40099123064875614;"{""coordinates"": [-0.400991230648756, 39.495496452987915], ""type"": ""Point""}";2;BENIFERRI;182;18;182;emt;2230;Camp de T�ria - Palau de Congressos;C CAMP DEL TURIA 2ACC - VAL�NCIA;723489.43;4374989.82;
39.31408586690827, -0.31753948367263446;"{""coordinates"": [-0.317539483672634, 39.31408586690827], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2173;Vicent Baldov� - Pintor Mart� Girb�s;C  28 - VAL�NCIA;731265.37;4355063.3;
39.31058800095439, -0.3176889082952187;"{""coordinates"": [-0.317688908295219, 39.31058800095439], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2205;Albufera - Pl. de la Sequiota;C  2 - VAL�NCIA;731264.01;4354674.65;
39.46713858582493, -0.40953318920652254;"{""coordinates"": [-0.409533189206523, 39.46713858582493], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;2007;Pare Esteban Pernet - Casa Miseric�rdia;C PADRE ESTEBAN PERNET 19 ACC. - VAL�NCIA;722845.36;4371820.86;
39.46987498723146, -0.40609050063912083;"{""coordinates"": [-0.406090500639121, 39.46987498723146], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;2099;Nou d'Octubre - Av. del Cid;C NUEVE DE OCTUBRE S/N (ILLETA) - VAL�NCIA;723132.81;4372133.13;
39.46574415462234, -0.40965256938561156;"{""coordinates"": [-0.409652569385612, 39.46574415462234], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;500;Escultor Salzillo - Casa de la Miseric�rdia;C ESCULTOR SALZILLO 10 - VAL�NCIA;722839.54;4371665.78;
39.46459502324851, -0.40918543553741304;"{""coordinates"": [-0.409185435537413, 39.46459502324851], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;501;Col�nia Esp. de M�xic - Casa de la Miseric�rdia;PL COLONIA ESPA�OLA DE MEJICO 5 (IMPAR)(HORARI COL.LEGI) - VAL�NCIA;722883.4;4371539.38;
39.494918643397284, -0.3655419636665424;"{""coordinates"": [-0.365541963666542, 39.494918643397284], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;metrovlc;130;Estadi del Llevant;NULL;726540.01;4375014.3;A
39.489573617512995, -0.3624625580093938;"{""coordinates"": [-0.362462558009394, 39.489573617512995], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;emt;1841;Valladolid - Vinar�s;AV  4 - VAL�NCIA;726822.2300000001;4374428.74;
39.491016965149136, -0.3625443684894083;"{""coordinates"": [-0.362544368489408, 39.491016965149136], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;emt;1988;Alfahuir - Cercle de Belles Arts;C  42 - VAL�NCIA;726810.5;4374588.75;
39.492258155583386, -0.36147541859336624;"{""coordinates"": [-0.361475418593366, 39.492258155583386], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;emt;1990;Alfahuir - Dr. Jos� Chabas Bordehore;C  41 - VAL�NCIA;726898.4;4374729.22;
39.490656724966605, -0.3643199157648718;"{""coordinates"": [-0.364319915764872, 39.490656724966605], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;emt;1991;Alfahuir - Arquitecte Tols�;C  27 ACC - VAL�NCIA;726658.96;4374544.29;
39.493148671390315, -0.3676635797666982;"{""coordinates"": [-0.367663579766698, 39.493148671390315], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;metrovlc;129;Orriols;NULL;726363.29;4374812.49;A
39.49088065902218, -0.3705814693891122;"{""coordinates"": [-0.370581469389112, 39.49088065902218], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;1080;Sant Vicent de Pa�l - Pe��scola;C SAN VICENTE DE PAUL 15 - VAL�NCIA;726119.69;4374553.4;
39.496929850508835, -0.36887377225883394;"{""coordinates"": [-0.368873772258834, 39.496929850508835], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;1229;Santiago Rusi�ol - Sant Joan Bosco;C SANTIAGO RUSI�OL SANT JOAN BOSCO - VAL�NCIA;726246.9399999998;4375229.17;
39.492938231744716, -0.3682762521214341;"{""coordinates"": [-0.368276252121434, 39.492938231744716], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;1844;Duc de Mandas - Sant Vicent de Pa�l;C DUQUE DE MANDAS 24 (DAVANT) - VAL�NCIA;726311.28;4374787.59;
39.49435524564815, -0.37013154741243787;"{""coordinates"": [-0.370131547412438, 39.49435524564815], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;1845;Duc de Mandas (impar) - Arquitecto Rodr�guez;C DUQUE DE MANDAS 17 - VAL�NCIA;726147.1199999999;4374940.22;
39.492169860957766, -0.3716188421505376;"{""coordinates"": [-0.371618842150538, 39.492169860957766], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;198;Pare Vi�as - Reig Genov�s;C PADRE VI�AS 46 - VAL�NCIA;726026.29;4374693.9;
39.49653480852322, -0.3708155190830106;"{""coordinates"": [-0.370815519083011, 39.49653480852322], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;247;Constituci� - Sant Joan de la Penya;AV CONSTITUCION 256 - VAL�NCIA;726081.23;4375180.44;
39.30518311578943, -0.29462581857249637;"{""coordinates"": [-0.294625818572496, 39.30518311578943], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2178;Gavines - Entrada Trenca Perols;AV  FTE. 59 - VAL�NCIA;733270.72;4354133.98;
39.2975961245906, -0.289231504513478;"{""coordinates"": [-0.289231504513478, 39.2975961245906], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2180;Gavines (par) - Platja;AV  FTE 145 - VAL�NCIA;733761.17;4353305.75;
39.29380159573338, -0.2870753774424234;"{""coordinates"": [-0.287075377442423, 39.29380159573338], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2181;Gavines (par) - Sirena;AV  FTE. 173 - VAL�NCIA;733959.77;4352890.13;
39.29168916552907, -0.28581499478021266;"{""coordinates"": [-0.285814994780213, 39.29168916552907], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2182;Gavines - Entrada Paridera;AV  FTE. 197 - VAL�NCIA;734075.52;4352658.91;
39.285076860228195, -0.2820384274794188;"{""coordinates"": [-0.282038427479419, 39.285076860228195], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2184;Gavines (par) - Les Escales;AV  FTE. 249 - VAL�NCIA;734423.33;4351934.72;
39.285205765839756, -0.28192609464634116;"{""coordinates"": [-0.281926094646341, 39.285205765839756], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2188;Gavines (impar) - Les Escales;AV  249 - VAL�NCIA;734432.59;4351949.32;
39.293804078055445, -0.2869422988744037;"{""coordinates"": [-0.286942298874404, 39.293804078055445], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2191;Gavines (impar) - Sirena;AV  173 - VAL�NCIA;733971.24;4352890.75;
39.29762310788901, -0.28915231554670373;"{""coordinates"": [-0.289152315546704, 39.29762310788901], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2192;Gavines (impar) - Platja;AV  145 - VAL�NCIA;733767.91;4353308.95;
39.30210161929569, -0.2916943780335983;"{""coordinates"": [-0.291694378033598, 39.30210161929569], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2193;Gavines - Les dunes;AV  107 - VAL�NCIA;733533.7699999999;4353799.5;
39.45862874771576, -0.40277657204527134;"{""coordinates"": [-0.402776572045271, 39.45862874771576], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;1175;Tres Creus - Segona Rep�blica Espanyola;AV TRES CRUCES 103 (CARRIL BUS) - VAL�NCIA;723453.91;4370892.99;
39.46151802172516, -0.4005664605555942;"{""coordinates"": [-0.400566460555594, 39.46151802172516], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;2266;Fra Jun�per Serra (par) - Torrent;C  52 - VAL�NCIA;723634.83;4371219.19;
39.46313453303588, -0.40067364570397157;"{""coordinates"": [-0.400673645703972, 39.46313453303588], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;2267;Fra Jun�per Serra - Tres Forques;C  80 - VAL�NCIA;723620.43;4371398.36;
39.461028270299046, -0.39945364437769243;"{""coordinates"": [-0.399453644377692, 39.461028270299046], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;538;Arxiduc Carles (par) - Fra Jun�per Serra;C ARCHIDUQUE CARLOS 68 - VAL�NCIA;723732.15;4371167.59;
39.45950889079816, -0.40114748552941903;"{""coordinates"": [-0.401147485529419, 39.45950889079816], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;539;Arxiduc Carles - Puebla Valverde;C ARCHIDUQUE CARLOS 82 - VAL�NCIA;723591.27;4370994.73;
39.49751232788578, -0.39493988901202387;"{""coordinates"": [-0.394939889012024, 39.49751232788578], ""type"": ""Point""}";2;CIUTAT FALLERA;162;16;162;emt;2303;Andreu Alfaro - Louis Braille;C FRANCISCO MOROTE GREUS 2 (DAVANT) - VAL�NCIA;724003.38;4375228.63;
39.47706058630089, -0.3246214842713077;"{""coordinates"": [-0.324621484271308, 39.47706058630089], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1159;Passeig Mar�tim - Riu Tajo;PSEG PASEO MARITIMO ISABEL DE VILLENA - VAL�NCIA;730118.2;4373135.78;
39.48355230572199, -0.32520241877457867;"{""coordinates"": [-0.325202418774579, 39.48355230572199], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1162;Passeig Mar�tim - Mendiz�bal;PSEG PASEO MARITIMO FINAL PASSEIG - VAL�NCIA;730046.82;4373854.9;
39.481158039795865, -0.3258003570400188;"{""coordinates"": [-0.325800357040019, 39.481158039795865], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1163;Isabel de Villena - Font d'en Carr�s;C ISABEL DE VILLENA 127 - VAL�NCIA;730003.28;4373587.6;
39.478965913291994, -0.32585750856864776;"{""coordinates"": [-0.325857508568648, 39.478965913291994], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1164;Isabel de Villena - Vicent la Roda;C ISABEL DE VILLENA 89 - VAL�NCIA;730005.59;4373344.12;
39.47543585553358, -0.3290620216680434;"{""coordinates"": [-0.329062021668043, 39.47543585553358], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1551;Tarongers - Pare Ant�n Mart�;AV NARANJOS  LOS 43 - VAL�NCIA;729741.55;4372944.09;
39.479115473196565, -0.3266647009728555;"{""coordinates"": [-0.326664700972855, 39.479115473196565], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;16;Cavite - Vicent la Roda;C CAVITE 94 - VAL�NCIA;729935.66;4373358.66;
39.48392796448914, -0.327856911553802;"{""coordinates"": [-0.327856911553802, 39.48392796448914], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;20;la Malva-rosa - Mendiz�bal;AV MALVARROSA 123 - VAL�NCIA;729817.25;4373889.82;
39.47911770719247, -0.32814840739196194;"{""coordinates"": [-0.328148407391962, 39.47911770719247], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;24;la Malva-rosa - Sant Rafael;AV MALVARROSA 57 - VAL�NCIA;729808.02;4373355.12;
39.477378401724025, -0.32816443015698293;"{""coordinates"": [-0.328164430156983, 39.477378401724025], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;25;la Malva-rosa - Sant Joan de Deu;AV MALVARROSA 39 - VAL�NCIA;729812.3700000001;4373162.01;
39.47624874368729, -0.32785255328488827;"{""coordinates"": [-0.327852553284888, 39.47624874368729], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;26;la Malva-rosa - Riu Tajo;AV MALVARROSA 21 - VAL�NCIA;729842.92;4373037.41;
39.516148119016556, -0.38142202269882436;"{""coordinates"": [-0.381422022698824, 39.516148119016556], ""type"": ""Point""}";3;CARPESA;173;17;173;emt;1485;Palmaret - Rosa dels Vents (davant);AV PALMARET  DEL S/N - CARPESA;725105.7200000001;4377330.99;
39.51621501617718, -0.3813963633254389;"{""coordinates"": [-0.381396363325439, 39.51621501617718], ""type"": ""Point""}";3;CARPESA;173;17;173;emt;1562;Palmaret - Rosa dels Vents;AV PALMARET  DEL s/n - CARPESA;725107.71;4377338.48;
39.51418136047701, -0.38866780203417234;"{""coordinates"": [-0.388667802034172, 39.51418136047701], ""type"": ""Point""}";7;BORBOTO;177;17;177;emt;1410;Guillermina Medrano (impar) - Borbot�;C GUILLERMINA MEDRANO S/N (IMPAR) - BORBOT�;724489.09;4377094.57;
