Geo Point;Geo Shape;codbarrio;nombre;coddistbar;coddistrit;codbar;transporte;stop_id;stop_name;stop_desc;X;Y;zone_id
39.47216382223461, -0.3400525718356509;"{""coordinates"": [-0.340052571835651, 39.47216382223461], ""type"": ""Point""}";2;CIUTAT JARDI;132;13;132;emt;124;Blasco Ib��ez - Jos� Mar�a Orense;AV BLASCO IBA�EZ 149 - VAL�NCIA;728806.7899999999;4372552.9;
39.47294197718646, -0.3424811228112228;"{""coordinates"": [-0.342481122811223, 39.47294197718646], ""type"": ""Point""}";2;CIUTAT JARDI;132;13;132;emt;125;Blasco Ib��ez - Actor Enrique Rambal;AV BLASCO IBA�EZ 127 - VAL�NCIA;728595.31;4372633.11;
39.474126983052926, -0.3993149996968297;"{""coordinates"": [-0.39931499969683, 39.474126983052926], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;1421;Petxina - Torres;PSEG PECHINA 53 - VAL�NCIA;723702.0999999999;4372621.92;
39.472451033014984, -0.4053384962839715;"{""coordinates"": [-0.405338496283972, 39.472451033014984], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;2072;Nou d'Octubre - Conselleries (II);C NUEVE DE OCTUBRE S/N - VAL�NCIA;723189.27;4372420.94;
39.47343740645908, -0.4004405552507457;"{""coordinates"": [-0.400440555250746, 39.47343740645908], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;2305;Democr�cia - Vel�zquez;C CASTAN TOBE�AS 48 - VAL�NCIA;723607.48;4372542.58;
39.472715782732344, -0.4028089448305226;"{""coordinates"": [-0.402808944830523, 39.472715782732344], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;2306;Democr�cia - Conselleries;C CASTAN TOBE�AS 80 - VAL�NCIA;723406.04;4372456.6;
39.47246183662952, -0.40064578078684315;"{""coordinates"": [-0.400645780786843, 39.47246183662952], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;473;Brasil - Vel�zquez;C BRASIL 71 - VAL�NCIA;723592.95;4372433.78;
39.46909969453237, -0.40000336693497196;"{""coordinates"": [-0.400003366934972, 39.46909969453237], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;483;Cid - Burgos;AV CID 76 - VAL�NCIA;723658.99;4372062.17;
39.46960957765724, -0.40320986184401036;"{""coordinates"": [-0.40320986184401, 39.46960957765724], ""type"": ""Point""}";1;NOU MOLES;071;7;71;emt;484;Cid - Passatge Vidal;AV CID 108 - VAL�NCIA;723381.4899999999;4372110.81;
39.50561809109986, -0.4246377477439127;"{""coordinates"": [-0.424637747743913, 39.50561809109986], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;1714;Fires(impar) - Cementeri;AV FERIAS  DE LAS S/N - BENIM�MET;721423.65;4376054.9;
39.49675463785362, -0.4184494691932593;"{""coordinates"": [-0.418449469193259, 39.49675463785362], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;2225;Cam� Nou de Paterna - Aldaia;CAMI PATERNA (CNO. NUEVO) 161 (DAVANT) - BENIM�MET;721983.99;4375086.28;
39.50069392066463, -0.42450191662204945;"{""coordinates"": [-0.424501916622049, 39.50069392066463], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;2226;Campament - Canonge Fenollera;C CAMPAMENTO  DEL 61 - BENIM�MET;721450.97;4375508.64;
39.49713514707277, -0.4160531586794499;"{""coordinates"": [-0.41605315867945, 39.49713514707277], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;381;Moss�n Miguel Tarin (impar) - Carretera de Paterna;C PARROCO MIGUEL TARIN 49 - BENIM�MET;722188.86;4375134.43;
39.4995553389785, -0.41732831153986577;"{""coordinates"": [-0.417328311539866, 39.4995553389785], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;383;Dr. Soriano Benlloch - Rafael Tenes Escrich;C DOCTOR SORIANO BENLLOCH 2 - BENIM�MET;722071.49;4375399.93;
39.501456006682275, -0.4187547665723503;"{""coordinates"": [-0.41875476657235, 39.501456006682275], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;384;Llu�s Cano;PL LUIS CANO 6 (DAVANT) - BENIM�MET;721942.77;4375607.39;
39.50099159928176, -0.4252266669760041;"{""coordinates"": [-0.425226666976004, 39.50099159928176], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;387;Polvor� - Sinarques;C SENDA DEL POLVORIN DAVANT HOTEL - BENIM�MET;721387.7;4375539.9;
39.503679376141974, -0.42628358558357315;"{""coordinates"": [-0.426283585583573, 39.503679376141974], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;392;Fires - Fira de Mostres;AV FERIAS  DE LAS PORTA PRINCIPAL - BENIM�MET;721288.28;4375835.65;
39.50142771757369, -0.41912374607702246;"{""coordinates"": [-0.419123746077022, 39.50142771757369], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;397;Felipe Valls - Llu�s Cano;C FELIPE VALLS 59 - BENIM�MET;721911.13;4375603.34;
39.49877075582299, -0.41644873490715095;"{""coordinates"": [-0.416448734907151, 39.49877075582299], ""type"": ""Point""}";1;BENIMAMET;181;18;181;emt;399;Moss�n Miguel Tarin (par) - Miquel Agra�t;C PARROCO MIGUEL TARIN 16 - BENIM�MET;722149.63;4375315.01;
39.469710488874846, -0.4161076154439299;"{""coordinates"": [-0.41610761544393, 39.469710488874846], ""type"": ""Point""}";2;SOTERNES;072;7;72;emt;488;Cid - Marcelino Oreja;AV CID 180 - VAL�NCIA;722271.5300000001;4372090.1;
39.46845725730708, -0.4171487123939739;"{""coordinates"": [-0.417148712393974, 39.46845725730708], ""type"": ""Point""}";5;LA LLUM;075;7;75;emt;1366;Alqueria Nova - Cortes d'Aren�s;C ALQUERIA NOVA CORTES D'AREN�S - VAL�NCIA;722185.95;4371948.42;
39.49432518723976, -0.4040041876159919;"{""coordinates"": [-0.404004187615992, 39.49432518723976], ""type"": ""Point""}";2;BENIFERRI;182;18;182;emt;1320;Camp de T�ria (par) - Corts Valencianes;C CAMP DEL TURIA 6 - VAL�NCIA;723234.06;4374852.33;
39.493069827971695, -0.40661519099485277;"{""coordinates"": [-0.406615190994853, 39.493069827971695], ""type"": ""Point""}";2;BENIFERRI;182;18;182;emt;1448;Camp de T�ria - Mestre Rodrigo;C CAMP DEL TURIA 16 - VAL�NCIA;723013.52;4374706.51;
39.34941882224265, -0.32357437309409653;"{""coordinates"": [-0.323574373094097, 39.34941882224265], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2168;Embarcador de l'Albufera (I);AV  S/N EMBARCADERO - VAL�NCIA;730628.8;4358969.88;
39.321440546921934, -0.31791822986188856;"{""coordinates"": [-0.317918229861889, 39.321440546921934], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2170;Carretera del Palmar (par) - Cementeri;C  S/N CEMENTERIO - VAL�NCIA;731208.48;4355878.71;
39.31399086993666, -0.31783455536592026;"{""coordinates"": [-0.31783455536592, 39.31399086993666], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2171;Vicent Baldov� - Novelda;C  FTE. 28 - VAL�NCIA;731240.24;4355052.0;
39.31173238146455, -0.3177661410278535;"{""coordinates"": [-0.317766141027853, 39.31173238146455], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2172;Vicent Baldov� - el Palmar;C  1 - VAL�NCIA;731253.58;4354801.48;
39.323238310853334, -0.30945854256052435;"{""coordinates"": [-0.309458542560524, 39.323238310853334], ""type"": ""Point""}";5;EL PALMAR;195;19;195;emt;2195;Gavines (impar) - Camping;AV  S/N FTE. DEVESA GARDENS - VAL�NCIA;731931.91;4356099.95;
39.383208609952334, -0.33254545777871364;"{""coordinates"": [-0.332545457778714, 39.383208609952334], ""type"": ""Point""}";4;EL SALER;194;19;194;emt;2165;Pinars (par) - El Saler;AV  10 - VAL�NCIA;729744.81;4362697.73;
39.357225570163415, -0.3209970448540262;"{""coordinates"": [-0.320997044854026, 39.357225570163415], ""type"": ""Point""}";4;EL SALER;194;19;194;emt;2166;Gola de Puchol (I);AV  S/N - VAL�NCIA;730825.2100000001;4359843.03;
39.3413976672225, -0.31972031072862195;"{""coordinates"": [-0.319720310728622, 39.3413976672225], ""type"": ""Point""}";4;EL SALER;194;19;194;emt;2169;Pinars - Carretera del Palmar;AV  S/N CRUCE EL PALMAR - VAL�NCIA;730987.38;4358089.37;
39.341461908552084, -0.31955647289138733;"{""coordinates"": [-0.319556472891387, 39.341461908552084], ""type"": ""Point""}";4;EL SALER;194;19;194;emt;2175;Carretera del Palmar - Pinars;AV  S/N CRUCE EL PALMAR - VAL�NCIA;731001.29;4358096.92;
39.34795562620243, -0.32287870304105903;"{""coordinates"": [-0.322878703041059, 39.34795562620243], ""type"": ""Point""}";4;EL SALER;194;19;194;emt;2196;Embarcador de l'Albufera (II);AV  S/N FTE. EMBARCADERO - VAL�NCIA;730693.57;4358809.24;
39.38322475611489, -0.33231858597299824;"{""coordinates"": [-0.332318585972998, 39.38322475611489], ""type"": ""Point""}";4;EL SALER;194;19;194;emt;2200;Pinars (impar) - El Saler;AV  FTE. 10 - VAL�NCIA;729764.3;4362700.1;
39.46697539775092, -0.40633654308227724;"{""coordinates"": [-0.406336543082277, 39.46697539775092], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;1223;Tres Creus (carril bus) - Pare Esteban Pernet;AV TRES CRUCES 8 (CARRIL BUS) - VAL�NCIA;723120.91;4371810.66;
39.468643112133265, -0.4065624941254162;"{""coordinates"": [-0.406562494125416, 39.468643112133265], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;1268;Tres Creus - Hospital;AV TRES CRUCES 2 (CARRIL BUS) - VAL�NCIA;723096.1399999999;4371995.22;
39.46600412941613, -0.4063798296677619;"{""coordinates"": [-0.406379829667762, 39.46600412941613], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;1274;Tres Creus - Rei Saud;AV TRES CRUCES 10 - VAL�NCIA;723120.29;4371702.74;
39.46738193031628, -0.40612501201279166;"{""coordinates"": [-0.406125012012792, 39.46738193031628], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;1369;Tres Creus (central) - Pare Esteban Pernet;AV TRES CRUCES BARDISSA CENTRAL - VAL�NCIA;723137.81;4371856.31;
39.46723045082299, -0.40947143334490427;"{""coordinates"": [-0.409471433344904, 39.46723045082299], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;1370;Pare Esteban Pernet - Miseric�rdia;C PADRE ESTEBAN PERNET MISERIC�RDIA - VAL�NCIA;722850.38;4371831.21;
39.4646581243076, -0.4062791994898839;"{""coordinates"": [-0.406279199489884, 39.4646581243076], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;1435;Tres Creus - Pr�nceps de M�naco;AV TRES CRUCES 22 - VAL�NCIA;723133.25;4371553.58;
39.46957679889281, -0.40989556527038234;"{""coordinates"": [-0.409895565270382, 39.46957679889281], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;496;Cid - Hospital;AV CID 65 - VAL�NCIA;722806.4;4372090.61;
39.465459616693856, -0.4061691135656928;"{""coordinates"": [-0.406169113565693, 39.465459616693856], ""type"": ""Point""}";4;LA FONTSANTA;074;7;74;emt;498;Tres Creus (carril bus) - Rei Saud;AV TRES CRUCES 14 (CARRIL BUS) - VAL�NCIA;723140.16;4371642.82;
39.492431471036156, -0.35879439673741037;"{""coordinates"": [-0.35879439673741, 39.492431471036156], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;metrovlc;11;Machado;NULL;727128.4199999999;4374755.22;A
39.49086663988773, -0.3656909287777281;"{""coordinates"": [-0.365690928777728, 39.49086663988773], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;emt;1840;Duc de Mandas - Motilla del Palancar;C DUQUE DE MANDAS 38 - VAL�NCIA;726540.36;4374564.14;
39.493578647357154, -0.3591750050127007;"{""coordinates"": [-0.359175005012701, 39.493578647357154], ""type"": ""Point""}";3;SANT LLORENS;153;15;153;emt;1961;Alfahuir - Germans Machado;C  49 - VAL�NCIA;727091.95;4374881.6;
39.494580047380545, -0.3719127730107128;"{""coordinates"": [-0.371912773010713, 39.494580047380545], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;246;Constituci� - Duc de Mandas;AV CONSTITUCION 216 - VAL�NCIA;725993.2;4374960.7;
39.49887608667386, -0.3702300309485982;"{""coordinates"": [-0.370230030948598, 39.49887608667386], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;248;Constituci� - Sant Miquel dels Reis;AV CONSTITUCION 282 - VAL�NCIA;726123.99;4375441.8;
39.50420113229385, -0.36780211381505784;"{""coordinates"": [-0.367802113815058, 39.50420113229385], ""type"": ""Point""}";1;ELS ORRIOLS;151;15;151;emt;250;Constituci� (par) - Tavernes Blanques;AV CONSTITUCION 360 - VAL�NCIA;726315.5;4376039.0;
39.301964284270916, -0.2917894221519198;"{""coordinates"": [-0.29178942215192, 39.301964284270916], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2179;Gavines - Entrada Filero;AV  FTE. 107 - VAL�NCIA;733526.03;4353784.01;
39.28838310341201, -0.2837736524701003;"{""coordinates"": [-0.2837736524701, 39.28838310341201], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2189;Gavines - Front Entrada Ventura;AV  225 - VAL�NCIA;734262.62;4352297.22;
39.30528454783461, -0.29455187153810963;"{""coordinates"": [-0.29455187153811, 39.30528454783461], ""type"": ""Point""}";6;EL PERELLONET;196;19;196;emt;2194;Gavines - Botavara;AV  59 - VAL�NCIA;733276.76;4354145.43;
39.46280270652696, -0.4054699420168941;"{""coordinates"": [-0.405469942016894, 39.46280270652696], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;1177;Tres Creus - Tres Forques;AV TRES CRUCES CANT� T.FORQUES (CARRIL BUS) - VAL�NCIA;723208.81;4371349.63;
39.46255030879815, -0.3977026802049289;"{""coordinates"": [-0.397702680204929, 39.46255030879815], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;1866;Arxiduc Carles - Fontanars dels Alforins;C ARCHIDUQUE CARLOS 81 (DAVANT) - VAL�NCIA;723877.93;4371340.89;
39.46311336368846, -0.40878655929502244;"{""coordinates"": [-0.408786559295022, 39.46311336368846], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;1999;Tres Forques - Casa Miseric�rdia;C TRES FORQUES 149 ACC. - VAL�NCIA;722922.45;4371375.9;
39.46368098437057, -0.39984694342900795;"{""coordinates"": [-0.399846943429008, 39.46368098437057], ""type"": ""Point""}";3;VARA DE QUART;083;8;83;emt;530;Tres Forques - Mare de D�u de la Cabe�a;C TRES FORQUES 99 (ACC�S) - VAL�NCIA;723689.81;4371461.07;
39.50004095583489, -0.3946564695916175;"{""coordinates"": [-0.394656469591617, 39.50004095583489], ""type"": ""Point""}";2;CIUTAT FALLERA;162;16;162;emt;1170;Foc - Amadeu Desfilis;C FOC  DEL 1 - VAL�NCIA;724019.6299999999;4375510.02;
39.500442579545215, -0.39310266524878035;"{""coordinates"": [-0.39310266524878, 39.500442579545215], ""type"": ""Point""}";2;CIUTAT FALLERA;162;16;162;emt;1326;Ninot - Foc;C NINOT  DEL 19 (DAVANT) - VAL�NCIA;724151.9599999998;4375558.47;
39.49557436216479, -0.39743257790696307;"{""coordinates"": [-0.397432577906963, 39.49557436216479], ""type"": ""Point""}";2;CIUTAT FALLERA;162;16;162;emt;1330;Quartell - Burjassot;C CUARTELL 4 - VAL�NCIA;723795.23;4375007.31;
39.479030876792066, -0.324629067649737;"{""coordinates"": [-0.324629067649737, 39.479030876792066], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1160;Passeig Mar�tim - Vicent la Roda;PSEG PASEO MARITIMO DAVANT.VTE.LA RODA - VAL�NCIA;730111.05;4373354.47;
39.48126554354994, -0.3246745240666847;"{""coordinates"": [-0.324674524066685, 39.48126554354994], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1161;Passeig Mar�tim - Font d'en Carr�s;PSEG PASEO MARITIMO DAVANT FONT D'EN CARR�S - VAL�NCIA;730099.77;4373602.41;
39.4768457472625, -0.32582773442977836;"{""coordinates"": [-0.325827734429778, 39.4768457472625], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1165;Isabel de Villena - Riu Tajo;C ISABEL DE VILLENA 43 - VAL�NCIA;730015.14;4373108.85;
39.47620891425335, -0.32650867782335186;"{""coordinates"": [-0.326508677823352, 39.47620891425335], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;14;Cavite - Riu Tajo;C CAVITE 26 - VAL�NCIA;729958.66;4373036.42;
39.48110253985274, -0.3281458817688068;"{""coordinates"": [-0.328145881768807, 39.48110253985274], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1518;la Malva-rosa - Fuerteventura;AV MALVARROSA 89 - VAL�NCIA;729801.7;4373575.45;
39.48387395960358, -0.32922650098513284;"{""coordinates"": [-0.329226500985133, 39.48387395960358], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1751;Mendiz�bal - Gran Can�ria;C MENDIZABAL 17ACC (DAVANT) - VAL�NCIA;729699.62;4373880.33;
39.482771249957594, -0.3305379740047672;"{""coordinates"": [-0.330537974004767, 39.482771249957594], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;1773;Doctor �lvaro L�pez - Illa de Hierro;C  79 ACC - VAL�NCIA;729590.44;4373754.58;
39.48309919315736, -0.32656578695221866;"{""coordinates"": [-0.326565786952219, 39.48309919315736], ""type"": ""Point""}";3;LA MALVA-ROSA;113;11;113;emt;18;Cavite - Mendiz�bal;C CAVITE 177 (DAVANT) - VAL�NCIA;729931.04;4373801.12;
39.5150988211986, -0.3773143236127948;"{""coordinates"": [-0.377314323612795, 39.5150988211986], ""type"": ""Point""}";3;CARPESA;173;17;173;emt;290;Palmaret - Reverend J. Valero;AV PALMARET  DEL 103 - CARPESA;725462.2799999999;4377224.8;
39.502427150824914, -0.3686183239724413;"{""coordinates"": [-0.368618323972441, 39.502427150824914], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;258;Constituci� (impar) - Campaneta;AV CONSTITUCION 311 - VAL�NCIA;726251.0700000001;4375840.03;
39.506847748626626, -0.3839692426662135;"{""coordinates"": [-0.383969242666214, 39.506847748626626], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;284;Cam� de Montcada - Casa d'�ngel;CAMI MONCADA 260 - VAL�NCIA;724916.73;4376292.25;
39.51026954818403, -0.38583040172552757;"{""coordinates"": [-0.385830401725528, 39.51026954818403], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;285;Cami de Montcada - Alqueria Ballester;CAMI MONCADA 328 - VAL�NCIA;724745.66;4376667.43;
39.50273122159947, -0.38264647595495127;"{""coordinates"": [-0.382646475954951, 39.50273122159947], ""type"": ""Point""}";2;POBLE NOU;172;17;172;emt;303;Cam� de Montcada - Ctra. Carpesa;CAMI MONCADA 181 - VAL�NCIA;725043.76;4375838.61;
39.51649502725575, -0.36151694263601497;"{""coordinates"": [-0.361516942636015, 39.51649502725575], ""type"": ""Point""}";4;LES CASES DE BARCENA;174;17;174;emt;955;Cases de B�rcena VI;CRA CASAS DE BARCENA 1 - CASES DE B�RCENA;726815.9599999998;4377419.49;
39.47678391283117, -0.40332958310366507;"{""coordinates"": [-0.403329583103665, 39.47678391283117], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1651;Hern�ndez L�zaro -Centre Comercial;C  12 ACCS - VAL�NCIA;723348.23;4372906.88;
39.478931188398455, -0.40320156259552764;"{""coordinates"": [-0.403201562595528, 39.478931188398455], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1652;Hern�ndez L�zaro - Vall de la Ballestera;C  26 - VAL�NCIA;723352.3700000001;4373145.55;
39.48710321459099, -0.40419910265767534;"{""coordinates"": [-0.404199102657675, 39.48710321459099], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1654;Mestre Rodrigo - la Safor;AV MAESTRO RODRIGO 109 (DAVANT) - VAL�NCIA;723240.41;4374050.19;
39.48370063014647, -0.4022096910925448;"{""coordinates"": [-0.402209691092545, 39.48370063014647], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1660;Mestre Rodrigo (Impar) - General Avil�s;AV MAESTRO RODRIGO 85 - VAL�NCIA;723422.42;4373677.43;
39.49258237229527, -0.40669238025587845;"{""coordinates"": [-0.406692380255878, 39.49258237229527], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1700;Camp del T�ria - Marina Baixa;C CAMP DEL TURIA S/N - VAL�NCIA;723008.44;4374652.21;
39.49092046389964, -0.40702507087972734;"{""coordinates"": [-0.407025070879727, 39.49092046389964], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;1962;Mestre Rodrigo - Canal de Navarr�s;AV MAESTRO RODRIGO 88 - VAL�NCIA;722985.14;4374466.91;
39.474946428263856, -0.4045979158028188;"{""coordinates"": [-0.404597915802819, 39.474946428263856], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;2093;Manuel de Falla - Hern�ndez L�zaro;AV MANUEL DE FALLA 13 - VAL�NCIA;723245.0;4372699.77;
39.47853355107625, -0.4004943982102166;"{""coordinates"": [-0.400494398210217, 39.47853355107625], ""type"": ""Point""}";4;SANT PAU;044;4;44;emt;2098;Vall de la Ballestera - Luis Bu�uel;C VALLE DE LA BALLESTERA 42 - VAL�NCIA;723586.52;4373108.13;
39.53660947109004, -0.40287774436432333;"{""coordinates"": [-0.402877744364323, 39.53660947109004], ""type"": ""Point""}";6;MASSARROJOS;176;17;176;metrovlc;76;Massarrojos;NULL;723195.47;4379548.8;B
39.39637128088112, -0.3324688509153157;"{""coordinates"": [-0.332468850915316, 39.39637128088112], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;2163;Carrera del Riu (par) - Coll Vert;CRA RIU  DEL S/N CAMPING COLL VERT - VAL�NCIA;729708.21;4364159.01;
39.42221724106132, -0.3397947692435518;"{""coordinates"": [-0.339794769243552, 39.42221724106132], ""type"": ""Point""}";3;PINEDO;193;19;193;emt;2353;Moss�n Cuenca - Major;C  14 - VAL�NCIA;728992.64;4367009.34;
39.432437760712595, -0.3607103042110781;"{""coordinates"": [-0.360710304211078, 39.432437760712595], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1026;Rib�s (impar) - Ador;CAMI RIBAS DAVANT  ADOR - CASTELLAR-OLIVERAL;727158.75;4368090.92;
39.42950300271201, -0.3636660110198131;"{""coordinates"": [-0.363666011019813, 39.42950300271201], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1028;Mare de D�u de Lepant (impar) - Esc. F. Siurana;PL VIRGEN DE LEPANTO 7 - CASTELLAR-OLIVERAL;726913.85;4367757.71;
39.42660821111482, -0.36419508970050046;"{""coordinates"": [-0.3641950897005, 39.42660821111482], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1029;Vicent Puchol - Font de Bonet;C VICENTE PUCHOL 72 - CASTELLAR-OLIVERAL;726877.7;4367435.05;
39.42824229930336, -0.36397155134823916;"{""coordinates"": [-0.363971551348239, 39.42824229930336], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;1290;Vicent Puchol - Carrera dels Bales;C VICENTE PUCHOL 24 - CASTELLAR-OLIVERAL;726891.64;4367617.0;
39.42470337611242, -0.3639365423658061;"{""coordinates"": [-0.363936542365806, 39.42470337611242], ""type"": ""Point""}";2;CASTELLAR-L'OLIVERAL;192;19;192;emt;664;Crist del Refugi - del Remol�;C CRISTO DEL REFUGIO 65 - CASTELLAR-OLIVERAL;726906.14;4367224.26;
