name,line,geometry,longitude,latitude,type
Entrepins,"[""2""]",POINT (-0.5139539842919837 39.54333500081282),-0.5139539842919837,39.54333500081282,metrovalencia
Burjassot,"[""1""]",POINT (-0.4067361054400869 39.508415261654285),-0.4067361054400869,39.508415261654285,metrovalencia
Mislata,"[""3"", ""5"", ""9""]",POINT (-0.4183055461360697 39.473823587168184),-0.4183055461360697,39.47382358716818,metrovalencia
Túria,"[""1"", ""2""]",POINT (-0.391205548747755 39.47886661649007),-0.391205548747755,39.47886661649007,metrovalencia
La Vallesa,"[""2""]",POINT (-0.4979777639374245 39.53784183692217),-0.4979777639374245,39.53784183692217,metrovalencia
Montortal,"[""1""]",POINT (-0.5158861281369649 39.17379764708401),-0.5158861281369649,39.17379764708401,metrovalencia
Rocafort,"[""1""]",POINT (-0.4075777828732151 39.52870945118481),-0.4075777828732151,39.52870945118481,metrovalencia
Moncada - Alfara,"[""1""]",POINT (-0.3884611127603637 39.54352955038101),-0.3884611127603637,39.54352955038101,metrovalencia
Masies,"[""1""]",POINT (-0.4053777748647457 39.566581765432026),-0.4053777748647457,39.566581765432026,metrovalencia
Russafa,"[""10""]",POINT (-0.3695310001644055 39.46391303921369),-0.3695310001644055,39.46391303921369,metrovalencia
Orriols,"[""1"", ""6""]",POINT (-0.367663622109971 39.49314884351592),-0.367663622109971,39.49314884351592,metrovalencia
Pont de Fusta,"[""4""]",POINT (-0.3731805686023085 39.481781045417804),-0.3731805686023084,39.48178104541781,metrovalencia
Vicent Andrés Estellés,"[""4""]",POINT (-0.4198839965021366 39.50856022050974),-0.4198839965021366,39.50856022050974,metrovalencia
À Punt,"[""4""]",POINT (-0.4247489864954702 39.51220325625923),-0.4247489864954702,39.51220325625923,metrovalencia
La Coma,"[""4""]",POINT (-0.4317069942770743 39.521572152247394),-0.4317069942770742,39.521572152247394,metrovalencia
Estadi Ciutat de València,"[""1"", ""6""]",POINT (-0.3655419949094195 39.494918863018285),-0.3655419949094194,39.494918863018285,metrovalencia
Xàtiva,"[""3"", ""5"", ""9""]",POINT (-0.377375006091083 39.46718601400712),-0.377375006091083,39.46718601400712,metrovalencia
Quart de Poblet,"[""3"", ""5"", ""9""]",POINT (-0.4418805541345874 39.48108677099763),-0.4418805541345874,39.48108677099763,metrovalencia
Meliana,"[""3""]",POINT (-0.3518194551700547 39.52803043467392),-0.3518194551700547,39.52803043467392,metrovalencia
Foios,"[""3""]",POINT (-0.3538694381672806 39.537223855758896),-0.3538694381672805,39.537223855758896,metrovalencia
Les Carolines - Fira,"[""2""]",POINT (-0.4254194497239249 39.49873737508498),-0.4254194497239248,39.49873737508498,metrovalencia
Canyamelar,"[""6"", ""8""]",POINT (-0.3279320004180729 39.46652225619434),-0.3279320004180728,39.46652225619434,metrovalencia
Font Almaguer,"[""1""]",POINT (-0.4640861159260068 39.289405862125854),-0.4640861159260068,39.289405862125854,metrovalencia
Sagunt,"[""4""]",POINT (-0.3749722238203376 39.486499825901895),-0.3749722238203376,39.486499825901895,metrovalencia
Campanar,"[""1"", ""2""]",POINT (-0.3950361010065258 39.48463062443623),-0.3950361010065258,39.48463062443623,metrovalencia
Massamagrell,"[""3""]",POINT (-0.333033323500629 39.57056049493916),-0.333033323500629,39.57056049493916,metrovalencia
Massarrojos,"[""1""]",POINT (-0.402877778128583 39.53660968895581),-0.402877778128583,39.53660968895581,metrovalencia
La Pobla de Farnals,"[""3""]",POINT (-0.3304361109078244 39.57941822166075),-0.3304361109078244,39.57941822166075,metrovalencia
Facultats - Manuel Broseta,"[""3"", ""5"", ""7"", ""9""]",POINT (-0.3619055444301701 39.47800449481189),-0.3619055444301701,39.47800449481189,metrovalencia
El Clot,"[""2""]",POINT (-0.5279861091158305 39.54986576262979),-0.5279861091158305,39.54986576262979,metrovalencia
Safranar,"[""1"", ""2"", ""7""]",POINT (-0.3983833189002929 39.45457080974115),-0.3983833189002929,39.45457080974115,metrovalencia
Ll. Llarga - Terramelar,"[""4""]",POINT (-0.4304472209592373 39.50989917913695),-0.4304472209592372,39.50989917913695,metrovalencia
Salt de l'Aigua,"[""3"", ""5"", ""9""]",POINT (-0.4505681992431328 39.4848328033487),-0.4505681992431328,39.4848328033487,metrovalencia
Bailén,"[""7""]",POINT (-0.3794222170303012 39.463977853566156),-0.3794222170303011,39.46397785356616,metrovalencia
Rafelbunyol,"[""3""]",POINT (-0.3310583234452487 39.588523904516435),-0.3310583234452486,39.58852390451644,metrovalencia
Alacant,"[""10""]",POINT (-0.3774770005122519 39.46472103939357),-0.3774770005122518,39.46472103939357,metrovalencia
Faitanar,"[""3"", ""5"", ""9""]",POINT (-0.4331833418083208 39.47761921077863),-0.4331833418083208,39.47761921077863,metrovalencia
L'Eliana,"[""2""]",POINT (-0.5359194284163187 39.561832467826335),-0.5359194284163187,39.561832467826335,metrovalencia
Riba-roja de Túria,"[""9""]",POINT (-0.5594444275774598 39.54333500017424),-0.5594444275774598,39.54333500017424,metrovalencia
Montesol,"[""2""]",POINT (-0.5316972140071671 39.55557254933344),-0.5316972140071671,39.55557254933344,metrovalencia
Picassent,"[""1""]",POINT (-0.464858323278585 39.36303714856912),-0.4648583232785849,39.36303714856912,metrovalencia
Torrent,"[""1"", ""2"", ""7""]",POINT (-0.4609861070856414 39.434646646064856),-0.4609861070856413,39.434646646064856,metrovalencia
Ciutat Arts i Ciències - Justícia,"[""10""]",POINT (-0.3532159997794547 39.45259203991893),-0.3532159997794546,39.45259203991893,metrovalencia
Natzaret,"[""10""]",POINT (-0.3346740002450643 39.44988903943966),-0.3346740002450643,39.44988903943966,metrovalencia
La Granja,"[""4""]",POINT (-0.4124779998061252 39.50403217479327),-0.4124779998061252,39.50403217479327,metrovalencia
Sant Joan,"[""4""]",POINT (-0.416323989122466 39.50529102481966),-0.416323989122466,39.50529102481966,metrovalencia
Museros,"[""3""]",POINT (-0.3408555689097638 39.56157688255019),-0.3408555689097637,39.56157688255019,metrovalencia
Alboraia Palmaret,"[""3"", ""9""]",POINT (-0.3552222251891727 39.49566272842113),-0.3552222251891727,39.49566272842113,metrovalencia
València la Vella,"[""9""]",POINT (-0.5342069862551926 39.530483285379376),-0.5342069862551926,39.530483285379376,metrovalencia
València Sud,"[""1"", ""2"", ""7""]",POINT (-0.4106472133564586 39.440811196343056),-0.4106472133564586,39.440811196343056,metrovalencia
Beniferri,"[""1"", ""2""]",POINT (-0.3993369340966121 39.491031686146925),-0.3993369340966121,39.491031686146925,metrovalencia
Pl. Espanya,"[""1"", ""2""]",POINT (-0.3816333410088131 39.466201822102235),-0.3816333410088131,39.46620182210224,metrovalencia
Benimodo,"[""1""]",POINT (-0.5196194643809373 39.216293374118074),-0.5196194643809373,39.21629337411808,metrovalencia
Ausiàs March,"[""1""]",POINT (-0.491977215041994 39.24955753451306),-0.491977215041994,39.24955753451306,metrovalencia
Espioca,"[""1""]",POINT (-0.4667472240898878 39.321884194543124),-0.4667472240898878,39.32188419454312,metrovalencia
Seminari - CEU,"[""1""]",POINT (-0.3897444302876586 39.5499878326498),-0.3897444302876586,39.5499878326498,metrovalencia
Amado Granell - Montolivet,"[""10""]",POINT (-0.365110000429508 39.45937303938424),-0.365110000429508,39.45937303938424,metrovalencia
Tarongers - Ernest Lluch,"[""1"", ""4"", ""6""]",POINT (-0.3396222295867718 39.47813800932393),-0.3396222295867718,39.47813800932393,metrovalencia
Mislata Almassil,"[""3"", ""5"", ""9""]",POINT (-0.4243694542402148 39.47600940862436),-0.4243694542402147,39.47600940862436,metrovalencia
Cabanyal,"[""4"", ""6""]",POINT (-0.3275833432474662 39.47285465383452),-0.3275833432474662,39.47285465383452,metrovalencia
Nou d'Octubre,"[""3"", ""5"", ""9""]",POINT (-0.4076305632336302 39.47065738808727),-0.4076305632336302,39.47065738808727,metrovalencia
Alameda,"[""3"", ""5"", ""7"", ""9""]",POINT (-0.3653166591372722 39.47315601519005),-0.3653166591372722,39.47315601519005,metrovalencia
Manises,"[""3"", ""5"", ""9""]",POINT (-0.4590654377018195 39.48958973107335),-0.4590654377018194,39.48958973107335,metrovalencia
Paterna,"[""2""]",POINT (-0.4419719871267472 39.49880985401933),-0.4419719871267472,39.49880985401933,metrovalencia
Marítim,"[""5"", ""6"", ""7"", ""8""]",POINT (-0.3382369870182364 39.46493915696556),-0.3382369870182364,39.46493915696556,metrovalencia
Benimàmet,"[""2""]",POINT (-0.4194111232567788 39.501876870507694),-0.4194111232567787,39.501876870507694,metrovalencia
Cantereria,"[""2""]",POINT (-0.4120722112951377 39.50238041102936),-0.4120722112951376,39.50238041102936,metrovalencia
Benaguasil,"[""2""]",POINT (-0.5839277509085257 39.598880807680814),-0.5839277509085257,39.598880807680814,metrovalencia
Realón,"[""1""]",POINT (-0.4640137851031758 39.39390567874968),-0.4640137851031758,39.39390567874968,metrovalencia
Beteró,"[""1"", ""4"", ""6""]",POINT (-0.3342027661976934 39.47659305743498),-0.3342027661976934,39.47659305743498,metrovalencia
Marxalenes,"[""4""]",POINT (-0.3838368950525468 39.48797229915813),-0.3838368950525468,39.48797229915813,metrovalencia
Vicente Zaragozá,"[""1"", ""4"", ""6""]",POINT (-0.3579472307358761 39.4833717743908),-0.3579472307358761,39.4833717743908,metrovalencia
Trinitat,"[""1"", ""4"", ""6""]",POINT (-0.367763877448546 39.48627094440176),-0.367763877448546,39.48627094440176,metrovalencia
La Pobla de Vallbona,"[""2""]",POINT (-0.5622777944476075 39.58276371115498),-0.5622777944476075,39.58276371115498,metrovalencia
Benimaclet,"[""1"", ""3"", ""4"", ""5"", ""6"", ""7"", ""9""]",POINT (-0.3623333272775772 39.48485187642764),-0.3623333272775772,39.48485187642764,metrovalencia
La Canyada,"[""2""]",POINT (-0.4871222073769305 39.52680591747526),-0.4871222073769305,39.52680591747526,metrovalencia
Santa Rita,"[""2""]",POINT (-0.4551055434970949 39.505657235448645),-0.4551055434970948,39.505657235448645,metrovalencia
Massalavés,"[""1""]",POINT (-0.5187610983053753 39.143806497062336),-0.5187610983053753,39.143806497062336,metrovalencia
Empalme,"[""1"", ""2"", ""4""]",POINT (-0.4021083419820373 39.499576608331175),-0.4021083419820372,39.499576608331175,metrovalencia
La Cadena,"[""4"", ""6"", ""8""]",POINT (-0.3293749993077695 39.47520450774123),-0.3293749993077695,39.47520450774123,metrovalencia
Platja Malva-rosa,"[""4"", ""6"", ""8""]",POINT (-0.3257277910745404 39.47369007271332),-0.3257277910745403,39.47369007271332,metrovalencia
Platja les Arenes,"[""4"", ""6"", ""8""]",POINT (-0.325727790999878 39.46892933010812),-0.325727790999878,39.46892933010812,metrovalencia
Equador - Pintor Matarana,"[""12""]",POINT (-0.3927782320996148 39.49607896649905),-0.3927782320996147,39.49607896649905,emt
Les Corts,"[""11"", ""16"", ""26"", ""6"", ""80"", ""94"", ""N10""]",POINT (-0.3742677624589383 39.47872157854415),-0.3742677624589383,39.47872157854415,emt
General Avilés - Dr. Nicasi Benlloch,"[""64"", ""94""]",POINT (-0.3914609581496043 39.488037243059374),-0.3914609581496043,39.488037243059374,emt
Corts Valencianes - Palau de Congressos,"[""62"", ""63"", ""99"", ""N3""]",POINT (-0.401818111537627 39.494183850192464),-0.401818111537627,39.494183850192464,emt
Florista - Carrasqueta,"[""28""]",POINT (-0.3962088210973265 39.49404940420439),-0.3962088210973264,39.49404940420439,emt
Dr. Peset Aleixandre - Av. de Burjassot,"[""60"", ""64"", ""89""]",POINT (-0.3885702988290171 39.48893284987757),-0.3885702988290171,39.48893284987757,emt
Palau de Justícia,"[""11"", ""31"", ""32"", ""6"", ""70"", ""71"", ""81"", ""N10"", ""N2""]",POINT (-0.369568178294565 39.47207596206278),-0.3695681782945649,39.47207596206278,emt
Passeig Marítim - Pavia,"[""93"", ""98""]",POINT (-0.324609458011564 39.4742645348839),-0.324609458011564,39.4742645348839,emt
Joan XXIII - Federico Alcacer Aguilar,"[""64""]",POINT (-0.3840975314338629 39.49502166239837),-0.3840975314338629,39.49502166239837,emt
Colón - Pascual i Genís,"[""10"", ""11"", ""28"", ""32"", ""40"", ""70"", ""71"", ""8"", ""81"", ""N1"", ""N10"", ""N2"", ""N8""]",POINT (-0.3735744715296922 39.46819493294377),-0.3735744715296922,39.46819493294377,emt
Estació del Nord,"[""19"", ""35"", ""40"", ""6"", ""8"", ""N1"", ""N7"", ""N8"", ""N9""]",POINT (-0.3764952645701374 39.467514635721294),-0.3764952645701374,39.467514635721294,emt
Campus Tarongers,"[""40"", ""71""]",POINT (-0.3453280743399829 39.47927736170695),-0.3453280743399828,39.47927736170695,emt
Federico Alcacer Aguilar - Poeta Serrano Clavero,"[""12"", ""N10""]",POINT (-0.3862542617208672 39.494982866941655),-0.3862542617208672,39.494982866941655,emt
Castellonet - Joan XXIII,"[""12""]",POINT (-0.383564526993556 39.49321971627099),-0.383564526993556,39.49321971627099,emt
Centre de Salut Fonteta,"[""13"", ""7"", ""N7""]",POINT (-0.3681617463809649 39.442507726023),-0.3681617463809649,39.442507726023,emt
Camí de Montcada  - Alemany,"[""26""]",POINT (-0.3809572259295906 39.49649249254142),-0.3809572259295906,39.49649249254142,emt
Camí de Montcada  - Alemany,"[""26""]",POINT (-0.3810964690976113 39.49659003403457),-0.3810964690976113,39.49659003403457,emt
Burjassot - Pintor Matarana,"[""28"", ""N10""]",POINT (-0.3933097334910693 39.492393440457676),-0.3933097334910693,39.49239344045768,emt
Pere Cabanes - Bisbe Laguarda,"[""12""]",POINT (-0.3787829198086891 39.49424189829983),-0.3787829198086891,39.49424189829983,emt
Pintor Jacomart - Comte de Torrefiel,"[""12""]",POINT (-0.3772548411393017 39.49646764365853),-0.3772548411393017,39.49646764365853,emt
Pérez Galdós - Sant Josep de la Muntanya,"[""67"", ""N4""]",POINT (-0.3948889650634679 39.473994685702266),-0.3948889650634679,39.473994685702266,emt
Parc de Natzaret,"[""30"", ""4""]",POINT (-0.3332872128016265 39.44458966947652),-0.3332872128016265,39.44458966947652,emt
Dr. Peset Aleixandre - Montcada,"[""60"", ""89""]",POINT (-0.3796334261844185 39.490916646574654),-0.3796334261844185,39.490916646574654,emt
Centre d'especialitats Ricard Trénor,"[""11"", ""N10""]",POINT (-0.3705717018844134 39.48185718248969),-0.3705717018844134,39.48185718248969,emt
Dr. Peset Aleixandre - Guardacostes,"[""60"", ""64"", ""90""]",POINT (-0.3829222819940433 39.48998211816957),-0.3829222819940433,39.48998211816957,emt
Roger de Llòria - Colón,"[""40""]",POINT (-0.3725957521101151 39.46913251637978),-0.3725957521101151,39.46913251637978,emt
Constitució - Dr. Peset Aleixandre,"[""16"", ""26"", ""6"", ""N10""]",POINT (-0.3744527015329163 39.49152974184241),-0.3744527015329162,39.49152974184241,emt
Primat Reig - Bilbao,"[""90"", ""N2""]",POINT (-0.3715588686786924 39.490142892523416),-0.3715588686786924,39.490142892523416,emt
Estació del Nord - Sant Pau,"[""62"", ""67"", ""73"", ""9"", ""N3"", ""N7""]",POINT (-0.3778266392067869 39.468393565184314),-0.3778266392067869,39.46839356518432,emt
Félix del Río - Camí de Montcada,"[""60""]",POINT (-0.3794747799932956 39.49198776163449),-0.3794747799932956,39.49198776163449,emt
País Valencià - València,"[""9""]",POINT (-0.3814167408394351 39.42642679040525),-0.3814167408394351,39.42642679040525,emt
Dolores Marqués - Assagador d'Alboraia,"[""12"", ""70""]",POINT (-0.3620430866045035 39.48828209528488),-0.3620430866045034,39.48828209528488,emt
País Valencià - Pintor Sorolla,"[""9""]",POINT (-0.3847701114340046 39.427966203019466),-0.3847701114340046,39.427966203019466,emt
Passeig Marítim - Mediterrània,"[""32""]",POINT (-0.3245759842700254 39.46830732255087),-0.3245759842700254,39.46830732255087,emt
Catalunya - Guardia Civil,"[""93"", ""98""]",POINT (-0.3542697867591446 39.47969835044653),-0.3542697867591446,39.47969835044653,emt
Primat Reig - Calderón de la Barca,"[""90"", ""N2""]",POINT (-0.366171206986556 39.486132856561134),-0.366171206986556,39.486132856561134,emt
Passeig Marítim - Mendizábal,"[""32""]",POINT (-0.3252024019888047 39.48355244046615),-0.3252024019888047,39.48355244046615,emt
Germans Villalonga - Enric Navarro,"[""10""]",POINT (-0.3571893087552929 39.48549520152587),-0.3571893087552928,39.48549520152587,emt
Polvorí - Sinarques,"[""62""]",POINT (-0.4252266367622226 39.500991787797524),-0.4252266367622225,39.50099178779752,emt
Mistral - Murta,"[""10""]",POINT (-0.3578205939800466 39.485866448519644),-0.3578205939800465,39.48586644851965,emt
Edifici del Rellotge,"[""19"", ""92"", ""95"", ""N9""]",POINT (-0.3324961026053938 39.46035702072443),-0.3324961026053938,39.46035702072443,emt
Burjassot - Marxalenes,"[""28"", ""94"", ""N10""]",POINT (-0.386812993791799 39.48635768353169),-0.386812993791799,39.48635768353169,emt
Burjassot - Marxalenes,"[""28"", ""94"", ""N10""]",POINT (-0.3868134851295496 39.486370018608675),-0.3868134851295495,39.48637001860868,emt
Marina de València,"[""19"", ""92""]",POINT (-0.3294739656056153 39.46378658245906),-0.3294739656056153,39.46378658245906,emt
Burjassot - Dr. Peset Aleixandre,"[""28"", ""94"", ""N10""]",POINT (-0.3890689091090323 39.48833469992052),-0.3890689091090323,39.48833469992052,emt
Blasco Ibáñez - Rubén Darío,"[""30"", ""31"", ""71"", ""81"", ""89"", ""N1""]",POINT (-0.3539115521832035 39.475908821952615),-0.3539115521832035,39.475908821952615,emt
General Avilés - Conchita Piquer,"[""94""]",POINT (-0.3905968368320168 39.48801949874912),-0.3905968368320168,39.48801949874912,emt
Argenter Suárez - Ministre Luis Mayans,"[""98"", ""N10""]",POINT (-0.3729700513308436 39.48547389435351),-0.3729700513308436,39.48547389435351,emt
Eduard Boscà - Balears,"[""18"", ""89""]",POINT (-0.3577284538779769 39.46429795476555),-0.3577284538779768,39.46429795476555,emt
Guadalaviar - Sagunt,"[""79"", ""94"", ""95""]",POINT (-0.3754961789160185 39.482006220611204),-0.3754961789160185,39.4820062206112,emt
Molinell  - Alboraia,"[""98"", ""N10""]",POINT (-0.3700428613032802 39.48520324342893),-0.3700428613032802,39.48520324342893,emt
Molinell  - Alboraia,"[""98""]",POINT (-0.3697122176746564 39.484941180603634),-0.3697122176746564,39.484941180603634,emt
Alboraia - Jaca,"[""11"", ""N10""]",POINT (-0.3693788614546257 39.484134105928334),-0.3693788614546257,39.484134105928334,emt
Camí de Montcada - Casa d'Àngel,"[""26""]",POINT (-0.3839692130139706 39.506847919125384),-0.3839692130139706,39.50684791912538,emt
Joaquím Ballester  - Pare Ferris,"[""98""]",POINT (-0.3854716070173363 39.484813825417525),-0.3854716070173363,39.484813825417525,emt
Poliesportiu Natzaret - Moraira,"[""30"", ""4"", ""95"", ""N8""]",POINT (-0.3324287753532208 39.45055909542334),-0.3324287753532208,39.45055909542334,emt
Petxina - Pérez Galdos,"[""95""]",POINT (-0.3967538585909202 39.474647788340086),-0.3967538585909201,39.474647788340086,emt
Carpesa,"[""26""]",POINT (-0.3773143752871361 39.515098993531204),-0.3773143752871361,39.5150989935312,emt
Vall de la Ballestera  - Mestre Rodrigo,"[""98"", ""99""]",POINT (-0.397938691709507 39.47932159552723),-0.3979386917095069,39.47932159552723,emt
General Avilés  - Pius XII,"[""94""]",POINT (-0.3958820309358738 39.48559001534807),-0.3958820309358738,39.48559001534807,emt
Fonteta Sant Lluís - Bèrnia,"[""7""]",POINT (-0.3716216565564203 39.45396312664135),-0.3716216565564202,39.45396312664135,emt
Tres Forques - Mare de Déu de la Cabeça,"[""71"", ""N5""]",POINT (-0.3998469363943848 39.46368117339872),-0.3998469363943848,39.46368117339872,emt
Joaquím Ballester - Campanar,"[""98""]",POINT (-0.3919255341133743 39.48200192837728),-0.3919255341133743,39.48200192837728,emt
Pius XII - Campanar,"[""62"", ""63"", ""64"", ""92"", ""99"", ""N3""]",POINT (-0.3932838665887443 39.482233591707285),-0.3932838665887442,39.482233591707285,emt
Vall de la Ballestera - Campanar,"[""98"", ""99""]",POINT (-0.393545512567508 39.48091290492269),-0.393545512567508,39.48091290492269,emt
